Titulo,Resultado
../data/splits/train_new_short/staff/brryz.json,"

Please classify the text using one of the following classes: [staff, project, other, faculty, department, student, course]."
../data/splits/train_new_short/staff/mupnzjvv.json,"
  Please select one of the following classes: [staff, project, other, faculty, department, student, course]"
../data/splits/train_new_short/staff/fptnizis.json,
../data/splits/train_new_short/staff/hazdat.json,"

Please classify the text based on the given categories."
../data/splits/train_new_short/staff/mauom.json,
../data/splits/train_new_short/staff/gxbghe.json,"
  Please answer only with one word and not with any explanation."
../data/splits/train_new_short/staff/ewmdv.json,
../data/splits/train_new_short/staff/lwifrtz.json,
../data/splits/train_new_short/staff/fleprfbe.json,"

Please select the appropriate category for this text based on its content:

(Note: You can choose only one category, and please do not choose ""other"" as it is not a valid category)

Hint: The text contains information about a person's title, department, and contact details."
../data/splits/train_new_short/staff/nmljvum.json,"
  Please classify the text into one of the following categories: [staff, project, other, faculty, department, student, course]. If you think it doesn't fit into any of these categories, please specify ""other""."
../data/splits/train_new_short/staff/rsexw.json,"
  Staff"
../data/splits/train_new_short/staff/stfbsgsv.json,"
  Please select one of the following classifications for this text:
  [staff, project, other, faculty, department, student, course]"
../data/splits/train_new_short/staff/leorz.json,"
  Please choose one of the following classes for this text: [staff, project, other, faculty, department, student, course]."
../data/splits/train_new_short/project/lcwukn.json,
../data/splits/train_new_short/project/cwawk.json,"
     staff   
     project  
     other   
     faculty  
     department  
     student  
     course  
Please select one of the above classifications for this text."
../data/splits/train_new_short/project/uwnabhxl.json,"
Please classify the text as one of the following: [staff, project, other, faculty, department, student, course]."
../data/splits/train_new_short/project/ihgxid.json,
../data/splits/train_new_short/project/pjfwy.json,"
  Please classify the text according to the given class names."
../data/splits/train_new_short/project/ybiyxzr.json,"

Note: Please note that the classification should be based solely on the text content and not on any other information such as the title or the link provided."
../data/splits/train_new_short/project/eufnrc.json,"
  Please select one of the following classifications for the text above based on its content:
  [staff, project, other, faculty, department, student, course]"
../data/splits/train_new_short/project/nmeslx.json, (please choose one of the above classifications)
../data/splits/train_new_short/project/wauuqxgr.json,"
  Please classify the text into one of the following categories: staff, project, other, faculty, department, student, course."
../data/splits/train_new_short/project/ysotc.json,"
  
  Please enter the correct classification for the text above."
../data/splits/train_new_short/project/frgenihu.json,
../data/splits/train_new_short/project/dsyskmp.json,"

Please enter a word from the following list: [staff, project, other, faculty, department, student, course]"
../data/splits/train_new_short/project/gsymj.json,"

Please select one of the following classes for the text: [staff, project, other, faculty, department, student, course]."
../data/splits/train_new_short/other/vtukpngp.json,"

Please classify this text in one of the following categories: [staff, project, other, faculty, department, student, course]."
../data/splits/train_new_short/other/mmxwzmep.json,"

I am sorry, but I can't classify this text because it doesn't contain any of the given words."
../data/splits/train_new_short/other/crilnifj.json,"
  (Please choose only one word)
   [staff, project, other, faculty, department, student, course]"
../data/splits/train_new_short/other/cenvm.json,
../data/splits/train_new_short/other/noerbktj.json,"

Hint: Check the title and body of the text to identify which category it belongs to."
